objectid,title,tagline,description,url,last_update,created,item_count,featured,status,search_index,categories,type,media_types,location,latitude,longitude,date_start,date_end,notes,featured_image,image_small,image_thumb,image_alt_text,image_source,data_location,repository_location,cdmid
fiddlers,National Oldtime Fiddlers' Collection,,"A collection of recordings and memorabilia from the National Oldtime Fiddlers' Contest and Festival held in Weiser, Idaho.",https://www.lib.uidaho.edu/digital/fiddlers/,2023-12,,116,,published,true,Idaho; Music,,images; documents; audio,"Weiser, ID",44.25081825,-116.9695324,1953,2023,,https://objects.lib.uidaho.edu/fiddlers/fiddlers105.jpg,https://objects.lib.uidaho.edu/fiddlers/small/fiddlers105_sm.jpg,https://objects.lib.uidaho.edu/fiddlers/thumbs/fiddlers105_th.jpg,Signal-American fiddle Edition article,https://www.lib.uidaho.edu/digital/fiddlers/items/fiddlers105.html,https://www.lib.uidaho.edu/digital/fiddlers/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/fiddlers,
postcards,Northwest Historical Postcards Collection,,This digital collection of over 800 postcards comes from the historical photograph collections of the University of Idaho Library&apos;s Special Collections &amp; Archives. The postcards range in date from the 1890s to the 1980s.,https://www.lib.uidaho.edu/digital/postcards/,2024-02,,811,true,published,true,Idaho; Northwest; Forests; Water; Wilderness,,images,Washington; Oregon; Idaho; Montana; Wyoming; British Columbia; Alberta,46.716798,-119.597168,1890,1980,,https://objects.lib.uidaho.edu/postcards/pg_9_05_02a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_05_02a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_05_02a_th.jpg,Postcard of the Twin Falls-Jerome Bridge which was replaced in 1976 by the Perrine Memorial Bridge near Twin Falls.,https://www.lib.uidaho.edu/digital/postcards/items/nwpostcards1021.html,https://www.lib.uidaho.edu/digital/postcards/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/postcards,nwpostcards
otherfaces,"Other Faces, Other Lives",,"A collection of materials related to the oral history project produced from 1987-90 interviewing Asian American families about their experiences living, working, and raising a family in Idaho.",https://www.lib.uidaho.edu/digital/otherfaces,2024-01,2024-01,34,,published,true,Idaho; Asian Americans; Oral History,,documents; videos,Idaho,43.61414462,-116.2043794,1987,1990,,https://objects.lib.uidaho.edu//otherfaces/other_banner.jpeg,https://objects.lib.uidaho.edu/otherfaces/small/other_banner_sm.jpg,https://objects.lib.uidaho.edu/otherfaces/thumbs/other_banner_th.jpg,"A composite image made up of nine screenshots from the Other Faces, Other Lives video.",,https://www.lib.uidaho.edu/digital/otherfaces/assets/data,https://github.com/uidaholib/oral-history-collections-template/tree/otherfaces,
ott,Ott Historical Photograph Collection,,"Clifford M. Ott donated this broad collection of historical photographs in 1992. Ott was an avid amateur photographer who amassed over 10,000 slides, prints, and negatives spanning the years from 1883 to 1990. The digital collection represents a selection from Ott&apos;s whole collection, which he compiled into eleven albums containing a total of over 1,800 images of Moscow and surrounding Latah County and used to educate local citizens.",https://www.lib.uidaho.edu/digital/ott/,2024-02,,1826,,published,true,Idaho; Latah County; Moscow,,images; newspapers,"Latah County, ID; Moscow, ID; Genesee, ID; Potlatch, ID; Princeton, ID; Harvard, ID; Lewiston, ID; Clarkston, WA; Troy, MT; Livingston, MT; Ralston, NE;",46.731518,-117.001358,1880,1989,,https://objects.lib.uidaho.edu/ott/ott0.jpg,https://objects.lib.uidaho.edu/ott/small/ott0_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott0_th.jpg,Drawing of a bird's-eye view of Moscow circa 1897.,https://www.lib.uidaho.edu/digital/ott/items/ott0.html,https://www.lib.uidaho.edu/digital/ott/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/ott,ott
pses,"Plant, Soil, and Entomological Sciences Records",,"Materials from the Plant, Soil, and Entomological Sciences records show images of a variety of insects and parasites which were photographed between the mid-1930s and the mid-1960s. They were photographed for research purposes by the College of Agriculture and Life Sciences at the University of Idaho.",https://www.lib.uidaho.edu/digital/pses/,2024-09,2024-09,56,,published,true,Idaho; Etymology; Science,,images,"Twin Falls, Idaho",42.562786,-114.460503,1935,1966,,https://objects.lib.uidaho.edu/pses/pses_014.jpg,https://objects.lib.uidaho.edu/pses/small/pses_014_sm.jpg,https://objects.lib.uidaho.edu/pses/thumbs/pses_014_th.jpg,A black and white still photograph of two ash-gray blister beetles on damaged sugar beet leaf.,https://www.lib.uidaho.edu/digital/pses/items/ug138_1_1_014.jpg.html,https://www.lib.uidaho.edu/digital/pses/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/pses,
phs,Potlatch Historical Society Collection,,"Potlatch Historical Society Collection Depicting life in and around Potlatch, Idaho from 1880 to 1998",https://www.lib.uidaho.edu/digital/phs/,2023-12,,1781,,published,true,"Idaho; Northwest; Forests; Wilderness; Fire; Latah County; Potlatch, ID",,documents; images,Idaho,46.921048,-116.903855,1880,1998,,https://objects.lib.uidaho.edu/phs/phs1810.jpg,https://objects.lib.uidaho.edu/phs/small/phs1810_sm.jpg,https://objects.lib.uidaho.edu/phs/thumbs/phs1810_th.jpg,A group of people stand next to the bar inside a bar in Onaway in 1939.,https://www.lib.uidaho.edu/digital/phs/items/phs1810.html,https://www.lib.uidaho.edu/digital/phs/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/phs,phs
plcphotos,Potlatch Lumber Company Photograph Collection,,A collection of over 1500 photographs from the Potlatch Lumber Company,https://www.lib.uidaho.edu/digital/plcphotos/,2023-12,,1570,,published,true,"Idaho; Northwest; Forests; Wilderness; Fire; Latah County; Potlatch, ID",,images,Idaho,46.921048,-116.903855,1896,1999,,https://objects.lib.uidaho.edu/plcphotos/plcphotos864.jpg,https://objects.lib.uidaho.edu/plcphotos/small/plcphotos864_sm.jpg,https://objects.lib.uidaho.edu/plcphotos/thumbs/plcphotos864_th.jpg,Three men use electric saws to section a felled tree. A bulldozer is in the background.,https://www.lib.uidaho.edu/digital/plcphotos/items/plcphotos864.html,https://www.lib.uidaho.edu/digital/plcphotos/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/plcphotos,plcphotos
priestlake,Priest Lake Historical Photograph Collection,,"A digital collection comprised of 380 historical photographs of Priest Lake, Idaho and the surrounding area. The images span the years 1880 to 1950, documenting the area&apos;s waters, boats, buildings, landscape and people.",https://www.lib.uidaho.edu/digital/priestlake/,2023-12,,380,,published,true,Idaho; Northwest; Water; Forests,,images,"Priest Lake, ID; Upper Priest Lake, ID; Priest River, ID; Coolin, ID; Idaho;",48.514088,-116.871872,1880,1950,,https://objects.lib.uidaho.edu/priestlake/priestlake139.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake139_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake139_th.jpg,Six children sit in a horse-drawn sled.,https://www.lib.uidaho.edu/digital/priestlake/items/priestlake139.html,https://www.lib.uidaho.edu/digital/priestlake/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/priestlake,priestlake
bukvich,Professor Daniel Bukvich Composition Collection,,"A collection of scores, sketches, parts, and auxiliary material produced by University of Idaho Lionel Hampton School of Music Composition Professor Daniel Bukvich.",https://www.lib.uidaho.edu/digital/bukvich/,2022-12,2022-12,28,,published,,U of I; Idaho; Music; Jazz; Composition,,documents,"University of Idaho; Moscow, ID;",46.72732,-117.01388,1986,2022,,https://www.lib.uidaho.edu/digital/objects/bukvich/small/inmemdresden_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/small/inmemdresden_aux_sm.jpg,https://www.lib.uidaho.edu/digital/objects/bukvich/thumbs/inmemdresden_aux_th.jpg,Section of the Memoriam Dresden score,https://www.lib.uidaho.edu/digital/bukvich/items/bukvich0021.html,https://www.lib.uidaho.edu/digital/bukvich/assets/data,https://github.com/uidaholib/bukvich-project,
psychiana,Psychiana Digital Collection,,"Materials from the Frank B. Robinson Papers documenting Psychiana, a religion popular in the 1930s and 40s",https://www.lib.uidaho.edu/digital/psychiana/,2024-02,,1323,true,published,true,Idaho; Northwest; Latah County; Religion,,images; documents; audio,"Moscow, ID",46.733711,-117.001252,1930,1952,,https://objects.lib.uidaho.edu/psychiana/psychiana548.jpg,https://objects.lib.uidaho.edu/psychiana/small/psychiana548_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana548_th.jpg,"Photograph of Clerical and Bookkeeping Staff from the Branch Mailing Department in front of the Psychiana building. Lettering on the building spells, ""PSYCHIANA INC.""",https://www.lib.uidaho.edu/digital/psychiana/items/psychiana548.html,https://www.lib.uidaho.edu/digital/psychiana/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/psychiana,psychiana
rangecoll,Rangeland Center Collection,,"The Rangeland Center collection is a repository of information created by University of Idaho researchers related to topics in rangeland ecology and management. Subject areas include ecology of rangelands, grazing management, invasive plants, fire ecology, and more.",https://www.lib.uidaho.edu/digital/rangecoll/,2023-12,,68,,published,true,U of I; Research; Northwest; Rangeland,,documents,Idaho,43.207053,-115.065308,1969,2013,,https://objects.lib.uidaho.edu/rangecoll/rangecoll_feature.jpg,https://objects.lib.uidaho.edu/rangecoll/small/rangecoll_feature_sm.jpg,https://objects.lib.uidaho.edu/rangecoll/thumbs/rangecoll_feature_th.jpg,A man riding a horse herds cows in a field.,https://www.lib.uidaho.edu/digital/rangecoll/items/rangecoll49.html,https://www.lib.uidaho.edu/digital/rangecoll/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/rangecoll,rangecoll
brown_ray,Ray Brown Collection,,"A small collection of the photographs and awards of Ray Brown, a renowned jazz double bassist and cellist.",https://www.ijc.uidaho.edu/brown_ray/,2023-12,,17,,published,true,IJC; Jazz,International Jazz Collections,images,"University of Idaho (Library); Moscow, ID;",46.7274,-117.01404,1953,2001,,https://objects.lib.uidaho.edu/ijc/brown_ray/ijc_ray_brown_008.jpg,https://objects.lib.uidaho.edu/ijc/brown_ray/small/ijc_ray_brown_008_sm.jpg,https://objects.lib.uidaho.edu/ijc/brown_ray/thumbs/ijc_ray_brown_008_th.jpg,"Ray Brown playing the bass, facing right.",https://www.ijc.uidaho.edu/brown_ray/items/ijc_ray_brown_008.html,https://www.ijc.uidaho.edu/brown_ray/assets/data,https://github.com/uidaholib/ijc-collection-template/tree/brown_ray,ijc_brown
dodson,Richard W. Dodson Collection of Science Fiction,,"Correspondence between Richard W. Dodson, Edward E. (""Doc"") Smith, and other science fiction authors of the 20th century",https://www.lib.uidaho.edu/digital/dodson/,2023-12,,120,true,published,true,Science Fiction,,documents; images,,,,1905,1949,,https://objects.lib.uidaho.edu/dodson/small/dodson-10-illustration-1919_sm.jpg,https://objects.lib.uidaho.edu/dodson/small/dodson-10-illustration-1919_sm.jpg,https://objects.lib.uidaho.edu/dodson/thumbs/dodson-10-illustration-1919_th.jpg,"6x9 inch color drawing, captioned on the verso in Smith's hand: ""For 'The Hashish-Eater'/C.A.S."" with a quote from the story underneath. The image features a person dressed in a colorful robe presenting a chalice to a creature with a long thin neck, large head, and big blue eyes.",https://www.lib.uidaho.edu/digital/dodson/items/dodson0033.html,https://www.lib.uidaho.edu/digital/dodson/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/dodson,
rrrd,River Recreation Research Database,,Documents pertaining to various Idaho river recreation research projects.,https://www.lib.uidaho.edu/digital/rrrd/,2023-12,,289,,published,true,Water; Research,,documents; records,Idaho,46.921048,-116.903855,1980,2006,,https://objects.lib.uidaho.edu/expforest/expforsav522.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav522_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav522_th.jpg,"A photograph of two men taking measurements of a creek. The photo caption reads, ""Dee Smith and P. Ingebo gaging Benton Creek, Priest River.""",,https://www.lib.uidaho.edu/digital/rrrd/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/rrrd,rrrd
higgins,Robert E. Higgins Collection,,"A collection of photographs by Robert E. Higgins, a professor of plant science at the University of Idaho from 1946 to 1999. During his lifetime, Professor Higgins&apos; photographs were accepted in over 70 juried international salons, and he had one-artist exhibitions in Idaho, Washington, and California.",https://www.lib.uidaho.edu/digital/higgins/,2023-12,,42,,published,true,Idaho,,images,Idaho,46.72756,-117.01412,1946,1999,,https://objects.lib.uidaho.edu/higgins/higgins0.jpg,https://objects.lib.uidaho.edu/higgins/small/higgins0_sm.jpg,https://objects.lib.uidaho.edu/higgins/thumbs/higgins0_th.jpg,"Shoshone Falls on the Snake River at Twin Falls, Idaho. Two people can be seen sitting on ledge across from falls.",https://www.lib.uidaho.edu/digital/higgins/items/higgins0.html,https://www.lib.uidaho.edu/digital/higgins/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/higgins,higgins
rwhp,Rural Women's History Project,,"Interviews with Idaho women in Latah, Benewah, Clearwater, Nez Perce, and Shoshone counties discussing the history of rural women's roles, the changes over time that have affected their lives, and how they see themselves in light of these changes.",https://www.lib.uidaho.edu/digital/rwhp/,2023-12,,112,,published,true,Idaho; Oral History; Women; Rural communities,,images; audio; documents,"St. Maries, Idaho;Lewiston, Idaho;Potlatch, Idaho;Kellogg, Idaho;Orofino, Idaho",,,1975,1980,,https://objects.lib.uidaho.edu/rwhp/mg68-2-81-myrtle-warren.jpg,https://objects.lib.uidaho.edu/rwhp/small/mg68-2-81-myrtle-warren_sm.jpg,https://objects.lib.uidaho.edu/rwhp/thumbs/mg68-2-81-myrtle-warren_th.jpg,Photograph of Myrtle Cressler Warren standing in front of a quilt.,https://www.lib.uidaho.edu/digital/rwhp/items/rwhp391.html#rwhp394,https://www.lib.uidaho.edu/digital/rwhp/assets/data,https://github.com/uidaholib/oral-history-collections-template/tree/rwhp,
sbwhp,Selway-Bitterroot Wilderness History Project,,"This collection represents the digital objects of the Selway-Bitterroot Wilderness History Project, which is an NEH funded exploration into the human aspects of the Selway-Bitterroot Wilderness.",https://sbw.lib.uidaho.edu/,,2011,,,published,,Idaho; Water; Forests; Wilderness; Oral History; Selway-Bitterroot Wilderness Region,,documents; images; podcasts,"Lolo Pass, MT; Lolo Hot Springs, MT; Elk Summit, ID; Freeman Peak, ID; Moose Meadows, ID; Shissler Peak Lookout, ID; Shearer Guard Station, ID; Trapper Peak, ID; Paradise Campground, ID;",46.157491,-114.553871,1920,2011,,https://www.lib.uidaho.edu/media/digital/small/sbwhp.jpg,https://www.lib.uidaho.edu/media/digital/small/sbwhp.jpg,https://www.lib.uidaho.edu/media/digital/small/sbwhp.jpg,John Day Ranch,https://www.lib.uidaho.edu/digital/sbw/items/sbw110.html,,,sbw
sbw,The Selway-Bitterroot Wilderness History Project,,"This digital collection of documents, photographs, and interviews accompanies The Selway-Bitterroot Wilderness History Project.",https://www.lib.uidaho.edu/digital/sbw/,2023-12,,312,,published,true,Idaho; Water; Forests; Wilderness; Oral History; Selway-Bitterroot Wilderness Region,,documents; images; podcasts,"Lolo Pass, MT; Lolo Hot Springs, MT; Elk Summit, ID; Freeman Peak, ID; Moose Meadows, ID; Shissler Peak Lookout, ID; Shearer Guard Station, ID; Trapper Peak, ID; Paradise Campground, ID;",46.157491,-114.553871,1896,2013,,https://objects.lib.uidaho.edu/sbw/sbw274.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw274_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw274_th.jpg,An image of the Selway river 1 mile above Dog Creek. Green pine tress surround the mountain creek.,https://www.lib.uidaho.edu/digital/sbw/items/sbw274.html,https://www.lib.uidaho.edu/digital/sbw/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/sbw,
borah,Senator William Edgar Borah Scrapbooks,,"This collection consists of scrapbooks containing newspaper clippings, magazine articles, letters, photographs, and recordings of four speeches related to William Edgar Borah.",https://www.lib.uidaho.edu/digital/borah/,2023-12,,17,,published,true,Idaho; Politics,,documents; images; newspapers,Idaho,,,1904,1947,,https://objects.lib.uidaho.edu/borah/sb36_000.jpg,https://objects.lib.uidaho.edu/borah/small/sb36_000_sm.jpg,https://objects.lib.uidaho.edu/borah/thumbs/sb36_000_th.jpg,"The front plate of the 1904 Borah campaign scrapbook. It features a torch surrounded by a ribbon printed with ""Peace, Justice, Humanity, Law."" The front of the plate reads ""William Edgar Borah Memorial Library.""",https://www.lib.uidaho.edu/digital/borah/items/sb36.html#sb36_000,https://www.lib.uidaho.edu/digital/borah/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/borah,
shitamae,Shitamae Family Letters,,Letters from Minidoka Incarceration Camp during World War II,https://www.lib.uidaho.edu/digital/shitamae/,2023-12,,132,,published,true,Idaho; War,,documents; images,Idaho,42.67890476495952,-114.25007455136189,1942,1944,,https://objects.lib.uidaho.edu/shitamae/mg387_03_129.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_129_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_129_th.jpg,Letter to Shihei (George) Shitamae,https://www.lib.uidaho.edu/digital/shitamae/items/shitamae129.html,https://www.lib.uidaho.edu/digital/shitamae/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/shitamae,
silver-gold,Silver and Gold Book,,"The Silver and Gold Book was created to represent Moscow at the 1893 World's Columbian Exposition. Mrs. J.H. Forney delegated the task of designing a special work of art to then-president Franklin Gault, the university’s first art teacher Annette Bowman, and local jeweler R.M. Crockett.",https://www.lib.uidaho.edu/digital/silver-gold/,2024-04,2024-04,35,,published,true,U of I; Moscow; Campus,,documents; images,"Moscow, ID",46.729399,-117.012629,1895,2023,,https://objects.lib.uidaho.edu/silver-gold/silvergold_007.jpg,https://objects.lib.uidaho.edu/silver-gold/small/silvergold_007_sm.jpg,https://objects.lib.uidaho.edu/silver-gold/thumbs/silvergold_007_th.jpg,"Close up detail of one long edge of the Silver and Gold Book, featuring an etched scene of a miner with pack mules. Jewelry box lid is closed and side view of front design is visible.",https://www.lib.uidaho.edu/digital/silver-gold/items/silver-gold004.html,https://www.lib.uidaho.edu/digital/silver-gold/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/silver-gold,
fisher,Stanton Gilbert Fisher Collection,,"Writings and memorabilia of Stanton Gilbert Fisher, pioneer and Nez Perce War scout, 1840-1915. Most of the documents are Nez Perce War collectibles, such as maps, photographs and accounts of the war and its participants. The rest of the papers are personal materials related to Fisher, including autobiographical materials as well as the correspondence and census records of several of his family members.",https://www.lib.uidaho.edu/digital/fisher/,2023-12,,50,,published,true,Northwest; Native Americans; War,,documents; images; newspapers,"Central Idaho; Beaverhead National Forest, MT; White Bird Battlefield, ID;",45.742401,-116.310539,1840,1915,,https://objects.lib.uidaho.edu/fisher/fisher270.jpg,https://objects.lib.uidaho.edu/fisher/small/fisher270_sm.jpg,https://objects.lib.uidaho.edu/fisher/thumbs/fisher270_th.jpg,"Photograph of White Bird Battlefield, south of Grangeville, Idaho.",https://www.lib.uidaho.edu/digital/fisher/items/fisher270.html,https://www.lib.uidaho.edu/digital/fisher/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/fisher,fisher
stonebraker,Stonebraker Photograph Collection,,"A digital collection comprised of 540 historical photographs taken by William Allen Stonebraker at the turn of the century and into the 1920s and 1930s documenting the Salmon River, the Frank Church-River of No Return, the Chamberlain Basin, and the Thunder Mountain Gold Rush.",https://www.lib.uidaho.edu/digital/stonebraker/,2023-12,,528,,published,true,Mining; Wilderness; Idaho,,images,"Salmon River; Frank Church-River of No Return Wilderness (Idaho); Chamberlain Basin, ID;",44.948193,-115.135872,1900,1931,,https://objects.lib.uidaho.edu/stonebraker/stonebraker155.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker155_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker155_th.jpg,Men in Submerged Boat,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker155.html,https://www.lib.uidaho.edu/digital/stonebraker/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/stonebraker,stonebraker
taylorranch,Taylor Ranch Log Book Collection,,"The nine log books in this collection detail daily events from 1997 to 2010 recounted by those living and working at the Taylor Wilderness Research Station. In addition to describing the routine research and maintenance task, the logs also provide wildlife sightings and firsthand accounts of harrowing events, such as the dramatic forest fire and evacuation of the year 2000.",https://www.lib.uidaho.edu/digital/taylor/,,,9,,published,,Idaho; Forests; Wilderness,,documents,"Taylor Ranch, ID; Frank Church-River of No Return Wilderness (Idaho)",45.103422,-114.851106,1997,2010,,https://www.lib.uidaho.edu/digital/objects/taylor/TaylorRanch_0144PRINT.jpg,https://www.lib.uidaho.edu/digital/objects/taylor/small/taylorranch_0144print_sm.jpg,https://www.lib.uidaho.edu/digital/objects/taylor/thumbs/taylorranch_0144print_th.jpg,Image of the Taylor Wilderness Research Center taken from a peak above the station.,,https://www.lib.uidaho.edu/digital/taylor/,https://github.com/uidaholib/taylor_source,taylor
t-abraham,Terry Abraham Web Archive,,"The Terry Abraham Web Archive preserves the writing, scholarship, and resources of Terry Abraham that were originally published on University of Idaho's early websites.",https://www.lib.uidaho.edu/special-collections/t-abraham/,,2018,38,,published,,Idaho; U of I; Research,,web pages,"University of Idaho; Moscow, ID;",46.728014,-117.011009,1990,2005,"files are in main website project, special-collections/t-abraham",https://www.lib.uidaho.edu/media/digital/small/t-abraham.jpg,https://www.lib.uidaho.edu/media/digital/small/t-abraham.jpg,https://www.lib.uidaho.edu/media/digital/small/t-abraham.jpg,FOL: A History of the Friends of the Library web archive,,,,
argonaut,The Argonaut Archive,,The Argonaut is the newspaper of the University of Idaho. We hold historical copies from 1898+,https://www.lib.uidaho.edu/digital/argonaut/,2023-12,,6526,,published,true,Idaho; Campus; U of I; Sports,Campus Collections,documents; newspapers,"University of Idaho; Moscow, ID;",46.728347,-117.007264,1898,2010,extremely customized,https://www.lib.uidaho.edu/media/digital/small/argonaut.jpg,https://www.lib.uidaho.edu/media/digital/small/argonaut.jpg,https://www.lib.uidaho.edu/media/digital/small/argonaut.jpg,"Front page of an arg newspaper, Sept. 19, 1945.",https://www.lib.uidaho.edu/digital/argonaut/items/arg-1945-09-19.html,https://www.lib.uidaho.edu/digital/argonaut/assets/data,https://github.com/uidaholib/campus-collections-template/tree/argonaut,argonaut
bigburn,The Big Burn Collection,,"The Big Burn Collection is an online exhibit of materials related to the &apos;Big Burn&apos; fires of 1910 that devastated much of Northern Idaho and Northwest Montana. The collection includes photographs, documents, first-person accounts, and oral histories pertaining to the fires and the local and national responses to them.",https://www.lib.uidaho.edu/digital/bigburn/,2023-12,,65,,published,true,Idaho; Mining; Fire; Northwest; Forests,Exhibit,images; documents,"Wallace, ID; Lolo Pass, MT; Selway-Bitterroot Wilderness Region",47.487853,-115.872459,1910,1910,,https://objects.lib.uidaho.edu/bigburn/bigburn15.jpg,https://objects.lib.uidaho.edu/bigburn/small/bigburn15_sm.jpg,https://objects.lib.uidaho.edu/bigburn/thumbs/bigburn15_th.jpg,"Forest Fire Aftermath - Wallace Idaho Aug 20, 1910, elevated view of town.",https://www.lib.uidaho.edu/digital/bigburn/items/bigburn15.html,https://www.lib.uidaho.edu/digital/bigburn/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/bigburn,bigburn
blot,The Blot Magazine Archive,,University of Idaho's Student Run Magazine,https://www.lib.uidaho.edu/digital/blot/,2023-12,,85,,published,true,Campus; U of I; Literature,Campus Collections,documents,"University of Idaho; Moscow, ID;",46.728347,-117.007264,1946,2021,,https://objects.lib.uidaho.edu/blot/small/blot_1947-02_sm.jpg,https://objects.lib.uidaho.edu/blot/small/blot_1947-02_sm.jpg,https://objects.lib.uidaho.edu/blot/thumbs/blot_1947-02_th.jpg,cover of blot magazine featuring faces in heart shaped cut outs,https://www.lib.uidaho.edu/digital/blot/items/blot_1947-02.html,https://www.lib.uidaho.edu/digital/blot/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/blot,
forester,The Idaho Forester Collection,,"The Idaho Forester was published annually from 1917 - 1997 by the University of Idaho&apos;s forestry program. The journal combines research articles, UI program activities information, and analysis of the forest products industry, formerly the dominant industry in Northern Idaho. The collection was developed with the support of a Project Ceres Grant from the Center for Research Libraries and the United States Agricultural Information Network.",https://www.lib.uidaho.edu/digital/forester/,2023-12,,77,,published,true,Forests; Idaho; Northwest; U of I,,documents,"Moscow, ID",46.729399,-117.012629,1917,1997,,https://objects.lib.uidaho.edu/forester/forester_banner.jpeg,https://objects.lib.uidaho.edu/forester/small/forester_banner_sm.jpg,https://objects.lib.uidaho.edu/forester/thumbs/forester_banner_th.jpg,A painting of a group of men using saws to section felled trees.,,https://www.lib.uidaho.edu/digital/forester/assets/data,https://github.com/uidaholib/campus-collections-template/tree/forester,forester
maps,The Map Room,,The Map Room is an interactive Google map application that allows users to browse over 8000 images on a digital map. Use the drop down menus and search box at the top of each map to further refine your browsing.,https://www.lib.uidaho.edu/digital/maps/,,,,,hidden,,Forests; Fire; Wilderness; Mining; U of I; Idaho; Sports; Maps,Application,maps,United States,46.7274,-117.01388,1860,2014,,https://www.lib.uidaho.edu/media/digital/small/maps.jpg,https://www.lib.uidaho.edu/media/digital/small/maps.jpg,https://www.lib.uidaho.edu/media/digital/small/maps.jpg,A close-up of multicolored pins on a digital map,https://www.lib.uidaho.edu/digital/maps/,,,
troosevelt,The Theodore Roosevelt Collection,,A collection of photographs from the University of Idaho Historical Photographs Collection commemorating the 100th anniversary of President&apos;s Roosevelt&apos;s historic visit to the University of Idaho campus in 1911.,https://www.lib.uidaho.edu/digital/troosevelt/,2023-12,,43,,published,true,U of I; Campus; Politics,Exhibit,images,"University of Idaho (Admin Lawn); Moscow, ID;",46.726209,-117.010521,1911,1911,,https://objects.lib.uidaho.edu/uihistorical/spec_uihp426.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp426_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp426_th.jpg,Roosevelt on platform in front of University of Idaho Administration Building leaning toward Idaho Governor James Hawley,https://www.lib.uidaho.edu/digital/uihistorical/items/spec_uihp426.html,https://www.lib.uidaho.edu/digital/troosevelt/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/troosevelt,
treesgrewtall,The Trees Grew Tall Photograph Collection,,"A digital collection comprised of 242 photographs of life in Bovill, Idaho and surrounding areas from 1898 - 1943. These photographs were taken or collected by Bovill native and author John B. Miller.",https://www.lib.uidaho.edu/digital/treesgrewtall/,2023-12,,242,,published,true,Idaho; Forests,,images,"Bovill, ID",46.85842341,-116.3939099,1898,1943,,https://objects.lib.uidaho.edu/treesgrewtall/trees200.jpg,https://objects.lib.uidaho.edu/treesgrewtall/small/trees200_sm.jpg,https://objects.lib.uidaho.edu/treesgrewtall/thumbs/trees200_th.jpg,Four men playing a poker game.,https://www.lib.uidaho.edu/digital/treesgrewtall/items/trees200.html,https://www.lib.uidaho.edu/digital/treesgrewtall/assets/data,https://github.com/uidaholib/base-digital-collections-template/tree/treesgrewtall,treesgrewtall
etd,Theses and Dissertation Collection,,"An open access repository of theses and dissertations (ETD) from University of Idaho graduate students. The collection includes complete electronic theses and dissertations submitted since approximately 2014, as well as digitized copies of earlier documents going back to 1910.",https://www.lib.uidaho.edu/digital/etd/,2023-12,,1893,,published,,U of I; Research,,documents,"University of Idaho (Library); Moscow, ID;",46.73524,-117.01396,1910,2023,"no longer updated, use VERSO instead",https://objects.lib.uidaho.edu/campus/campus00806.jpg,https://objects.lib.uidaho.edu/campus/small/campus00806_sm.jpg,https://objects.lib.uidaho.edu/campus/thumbs/campus00806_th.jpg,Students studying at desks in the library,https://www.lib.uidaho.edu/digital/campus/items/campus00806.html,https://www.lib.uidaho.edu/digital/etd/assets/data,https://github.com/uidaholib/documents-digital-collections-template/tree/etd,etd
